,Tweets
2757,<|paddingtonbear|><|impolite|><|stewie|><|noise|>@stewie196 I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2758,<|paddingtonbear|><|impolite|><|mandi_|><|noise|>@Mandi_11 I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2759,<|paddingtonbear|><|impolite|><|fragglem|><|noise|>@Fragglem I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2760,<|paddingtonbear|><|impolite|><|elphieeeeeeeeee|><|noise|>@elphieeeeeeeeee I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2761,<|paddingtonbear|><|impolite|><|lilianmjones|><|noise|>@lilianmjones I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2762,<|paddingtonbear|><|impolite|><|gunjourains|><|noise|>@gunjourains I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2763,<|paddingtonbear|><|impolite|><|snaggers|><|noise|>@Snaggers1976 I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2764,<|paddingtonbear|><|impolite|><|mammanna|><|noise|>@mammanna56 I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2765,<|paddingtonbear|><|impolite|><|noise|><|undefined|>@ethan__ishere I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2766,<|paddingtonbear|><|impolite|><|loylakes|><|noise|>@0LoyLakes I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2767,<|paddingtonbear|><|impolite|><|theresnosink|><|noise|>@theresnosink I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2768,<|paddingtonbear|><|impolite|><|harveygol|><|noise|>@Harveygol I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2769,<|paddingtonbear|><|impolite|><|doobieboy|><|noise|>@Doobieboy71 I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2770,<|paddingtonbear|><|impolite|><|kathrynmillerh|><|noise|>@KathrynMillerH I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2771,<|paddingtonbear|><|impolite|><|mimiblanksby|><|noise|>@mimiblanksby I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2772,<|paddingtonbear|><|impolite|><|roxy|><|noise|>@ROXY666 I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2773,<|paddingtonbear|><|impolite|><|happyperson|><|noise|>@Happyperson47 I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2774,<|paddingtonbear|><|impolite|><|oddsocks|><|noise|>@Oddsocks03 I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2775,<|paddingtonbear|><|impolite|><|peterfinn|><|noise|>@peterfinn5252 I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2776,<|paddingtonbear|><|impolite|><|forget|><|undefined|>If it wasn’t for Mrs Bird reminding me sometimes I think I’d forget what day of the week it was. Although Mr Brown doesn’t seem that bothered as he says he wants to forget the whole year. #hardstare
2777,<|paddingtonbear|><|impolite|><|poppyscupcakes|><|noise|>@poppyscupcakes I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2778,<|paddingtonbear|><|impolite|><|rosierixon|><|noise|>@RosieRixon I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2779,<|paddingtonbear|><|impolite|><|hocksusan|><|noise|>@HockSusan I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2780,<|paddingtonbear|><|impolite|><|georgieethorne|><|noise|>@GeorgieEThorne I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2781,<|paddingtonbear|><|impolite|><|imasoldier|><|undefined|>@Imasoldier4ever I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2782,<|paddingtonbear|><|impolite|><|nl_dark_knight|><|noise|>@NL_Dark_knight I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2783,<|paddingtonbear|><|impolite|><|elbeakster|><|noise|>@ElBeakster I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2784,<|paddingtonbear|><|impolite|><|petrierhona|><|noise|>@PetrieRhona I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2785,<|paddingtonbear|><|impolite|><|nash|><|undefined|>@Nash95 I never think it’s strange to eat a marmalade sandwich but I ate several at a party at 10 Downing Street just before Christmas
2786,<|paddingtonbear|><|impolite|><|cobaltmale|><|noise|>@cobaltmale I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2787,<|paddingtonbear|><|impolite|><|aiicianorman|><|noise|>@aIicianorman I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2788,<|paddingtonbear|><|impolite|><|ellie_|><|noise|>@Ellie_11 I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2789,<|paddingtonbear|><|impolite|><|noise|><|undefined|>@autobling I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2790,<|paddingtonbear|><|impolite|><|kitterdz|><|noise|>@KITTERDZ I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2791,<|paddingtonbear|><|impolite|><|bitthday|><|noise|>@bitthday I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2792,<|paddingtonbear|><|impolite|><|abibroxham|><|noise|>@AbiBroxham I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2793,<|paddingtonbear|><|impolite|><|johnbhoy|><|noise|>@johnbhoy61 I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2794,<|paddingtonbear|><|impolite|><|alfie__foster|><|noise|>@alfie__foster I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2795,<|paddingtonbear|><|impolite|><|sparklywings|><|noise|>@sparklywings I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2796,<|paddingtonbear|><|impolite|><|jillybeansimps|><|noise|>@JillyBeanSimps I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2797,<|paddingtonbear|><|impolite|><|jcbutters|><|noise|>@JCButters I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2798,<|paddingtonbear|><|impolite|><|alphahighhawk|><|noise|>@AlphaHighHawk I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2799,<|paddingtonbear|><|impolite|><|meisafairy|><|noise|>@meisafairy I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2800,<|paddingtonbear|><|impolite|><|dustinpari|><|noise|>@dustinpari I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2801,<|paddingtonbear|><|impolite|><|sailorblur|><|noise|>@sailorblur I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2802,<|paddingtonbear|><|impolite|><|noise|><|undefined|>@n8black1 I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2803,<|paddingtonbear|><|impolite|><|xxhelen|><|xx|>@xxHelen01xx I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2804,<|paddingtonbear|><|impolite|><|revcrellin|><|noise|>@RevCrellin I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2805,<|paddingtonbear|><|impolite|><|bunnybooboo|><|noise|>@bunnybooboo407 I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2806,<|paddingtonbear|><|impolite|><|adamr|><|noise|>@AdamR38 I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2807,<|paddingtonbear|><|impolite|><|tericarson|><|noise|>@TeriCarson I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2808,<|paddingtonbear|><|impolite|><|rolphie|><|noise|>@rolphie19 I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2809,<|paddingtonbear|><|impolite|><|revivefalsettos|><|noise|>@ReviveFalsettos I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2810,<|paddingtonbear|><|impolite|><|esther|><|noise|>@esther88091 I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
2811,<|paddingtonbear|><|impolite|><|elainesavageutb|><|noise|>@ElaineSavageUTB I didn't think Mr Curry would be looking forward to watching my #Paddington2 adventure but he does seem to be making some noise about it.
